run_id,method,aggregation,mse,mae,rmse,mape,smape,r2
20260827T043457543402Z,cosine,uniform,53.548612991511355,4.8596969280373,7.317691780302813,73.0065663367985,44.41440213923485,0.2572589714968728
20260827T043457543402Z,cosine,similarity_weighted,53.506478789357026,4.857603725203917,7.3148122866794765,72.95842435593771,44.40102900935592,0.257843390007362
20260827T043457543402Z,event_conditioned,uniform,54.09752536082262,4.909176542587846,7.355101995269856,74.2004414425772,44.761279662801314,0.2496453338139515
20260827T043457543402Z,event_conditioned,similarity_weighted,54.07403322563236,4.90848682818273,7.3535048259746425,74.14374268285691,44.758084943332676,0.24997117927806667
