run_id,comparison,comparison_family,metric,difference,ci_low,ci_high,bootstrap_p_value,block_length,resamples,dm_statistic,dm_p_value,dm_hac_lags,bootstrap_p_value_holm,dm_p_value_holm,significant_dm_holm_0_05
20260827T043457543402Z,B00_minus_M04_dlinear,component_and_placebo_tests,mae,-0.13526742835112704,-0.3336336396726451,0.06843498615063376,0.1783643271345731,168,5000,-1.3077154124424417,0.1909698537551875,168,1.0,1.0,False
20260827T043457543402Z,B01_minus_M04_patchtst,component_and_placebo_tests,mse,-1.2394036087144709,-4.1258779439515525,1.574624577568009,0.39072185562887424,168,5000,-0.8397095339630783,0.4010712670999573,168,1.0,1.0,False
20260827T043457543402Z,B01_minus_M04_patchtst,component_and_placebo_tests,mae,-0.12157857521540588,-0.307545367548505,0.0602964984372176,0.1861627674465107,168,5000,-1.2793827015871246,0.2007623223671237,168,1.0,1.0,False
20260827T043457543402Z,B02_minus_M04_lstm,component_and_placebo_tests,mse,-2.027479402298512,-5.311231973665731,1.2065039133149804,0.21095780843831233,168,5000,-1.22722267819877,0.21973890797261283,168,1.0,1.0,False
20260827T043457543402Z,B02_minus_M04_lstm,component_and_placebo_tests,mae,-0.13815418899079487,-0.3675707639096845,0.09286268039921974,0.23595280943811237,168,5000,-1.1547596400736064,0.24818886894924447,168,1.0,1.0,False
20260827T043457543402Z,M11_minus_M10_retrieval,component_and_placebo_tests,mse,1.0751794576679727,-7.1767008802086485,6.711800056164756,0.7698460307938413,168,5000,0.30255396535349005,0.7622298013222331,168,1.0,1.0,False
20260827T043457543402Z,M11_minus_M10_retrieval,component_and_placebo_tests,mae,0.37177863653779514,0.1521270583365063,0.60133829978648,0.0015996800639872025,168,5000,3.2348355746160213,0.0012171280038174935,168,0.04639072185562887,0.03529671211070731,True
20260827T043457543402Z,M11_minus_P00_climatology_placebo,component_and_placebo_tests,mse,0.45781804766773393,-5.5894241252256895,6.504295155764936,0.8780243951209759,168,5000,0.15133858249606624,0.8797086353373215,168,1.0,1.0,False
20260827T043457543402Z,M11_minus_P00_climatology_placebo,component_and_placebo_tests,mae,-0.16476763720879062,-0.6116737222794671,0.2643543061415148,0.4741051789642072,168,5000,-0.7316246119743145,0.46439772176875743,168,1.0,1.0,False
20260827T043457543402Z,M11_minus_P01_persistence_placebo,component_and_placebo_tests,mse,1.644818895907691,-4.109300835378548,6.938986000286599,0.5474905018996201,168,5000,0.5872878981502463,0.5570103674673396,168,1.0,1.0,False
20260827T043457543402Z,M11_minus_P01_persistence_placebo,component_and_placebo_tests,mae,0.3033536220469126,0.06396998221196008,0.5933962425800551,0.023795240951809637,168,5000,2.202980596769207,0.027596116252396403,168,0.4871025794841032,0.5233147034835433,False
20260827T043457543402Z,M12_minus_M04_drift_router,component_and_placebo_tests,mse,-0.539888482058304,-1.1115614531451836,-0.06631686370314671,0.03559288142371526,168,5000,-2.069812521260046,0.038469904359370255,168,0.9254149170165967,1.0,False
20260827T043457543402Z,M12_minus_M04_drift_router,component_and_placebo_tests,mae,-0.04303551355432366,-0.08572430383525076,-0.009876229356227268,0.02499500099980004,168,5000,-2.2037365213873974,0.027542879130712804,168,0.4871025794841032,0.5233147034835433,False
