run_id,model,expanded_name,base_weights_json,oof_boundaries_json,residual_kb_stride_values_json,selected_residual_kb_stride_hours,residual_candidate_counts_json,residual_candidate_count,residual_clip_quantile,retrieval_k,gate_fit_fraction,gate_max_depth,gate_max_iter,gate_learning_rate,gate_l2_regularization,selected_gate_strength,validation_selection_mse,test_used_for_selection
20260827T043457543402Z,M13_trace_raf,Trust-gated Residual Analog Correction for Event-aware Retrieval-Augmented Forecasting,"{""C05_lightgbm_context"": 0.6521193896695137, ""M04_xgb_context"": 0.34788061033048634}","[0.5, 0.75, 1.0]","[24, 6, 1]",24,"{""1"": 22892, ""24"": 909, ""6"": 3795}",909,0.01,8,0.67,2,100,0.05,1.0,0.25,24.99064858810807,False
