run_id,event_weight,event_context_queries,conditioned_queries,selected_candidate_event_fraction,event_score_zero_fraction
20260827T043457543402Z,0.0,70,70,0.11183943089430895,0.19959349593495934
20260827T043457543402Z,0.2,70,70,0.11183943089430895,0.19695121951219513
20260827T043457543402Z,0.5,70,70,0.11183943089430895,0.19695121951219513
20260827T043457543402Z,0.8,70,70,0.11183943089430895,0.19695121951219513
20260827T043457543402Z,1.0,70,70,0.11183943089430895,0.19695121951219513
