run_id,detector,threshold,flagged_origins,flag_jaccard
20260827T043457543402Z,Event-TimeRAF composite,0.2131678360773829,407,0.11686390532544379
20260827T043457543402Z,KS two-sample,0.4522923231124878,348,0.11686390532544379
