run_id,method,k,mse,mae,rmse,mape,smape,r2
20260827T043457543402Z,cosine,1,84.60244823258091,5.868125135734359,9.197958916660854,83.22103497515933,54.642371600065886,-0.1734703459847018
20260827T043457543402Z,cosine,4,57.091512619608196,5.010829381639804,7.5558925759706375,73.97612194059222,45.943637893453584,0.20811751354588648
20260827T043457543402Z,cosine,8,53.548612991511355,4.8596969280373,7.317691780302813,73.0065663367985,44.41440213923485,0.2572589714968728
20260827T043457543402Z,cosine,16,51.31636437573015,4.773374482672434,7.163544121154707,73.31146508031875,43.62669832634489,0.2882211671567836
20260827T043457543402Z,event_conditioned,1,83.66169907425285,6.095120538700231,9.146676941613979,83.44445126649386,55.72334599026056,-0.16042177276524594
20260827T043457543402Z,event_conditioned,4,58.21196615862841,5.1027286094097235,7.629676674579887,74.5764598084895,46.709104936846494,0.19257636752042806
20260827T043457543402Z,event_conditioned,8,54.09752536082262,4.909176542587846,7.355101995269856,74.2004414425772,44.761279662801314,0.2496453338139515
20260827T043457543402Z,event_conditioned,16,52.02276898350937,4.81321600382822,7.21268112309905,73.68297573569532,43.908404035343054,0.2784230481092471
